sample_id	haplogroup
KJ856701	K1b2a2d1
KJ856702	U3b1b3
KJ856703	U5b1b1a+7385
KJ856704	K1a122b
KJ856705	U2e1j2
KJ856707	U3b1b3
KJ856708	U8a1a6a
KJ856710	U2e2a1d1d
KJ856711	HV1a1a6
KJ856712	U3b2a1c2
KJ856713	H11a2a2j
KJ856714	U2e2a1d1
KJ856715	H1dj
KJ856716	H101a2
KJ856717	H2a1a22
KJ856718	U4a
KJ856719	U2e1f1d
KJ856721	U3b3b1
KJ856722	U2e2a1a623"
KJ856723	U2e2a1a623"
KJ856724	U3b2d1d
KJ856725	U2e1b1
KJ856727	U4a
KJ856729	U4a1j2
KJ856730	HV1a1a6
KJ856731	U2e1b1
KJ856733	U3b2a1c
KJ856734	K1a17b
KJ856735	U4d2j'k'm'n^
KJ856736	U2e1a1o4a'b'c'd
KJ856738	U4b1b1
KJ856739	K2a5b1
KJ856740	H6a1d
KJ856741	HV13b3a
KJ856742	K1a4
KJ856743	U2e1b4a
KJ856744	H2b4
KJ856745	H2a1a22
KJ856746	I4a
KJ856747	U3b2h1
KJ856748	H165b1a
KJ856749	K1a3b
KJ856750	HV1a1
KJ856751	J1c10a1
KJ856752	HV1a1a4b
KJ856753	H1b3k
KJ856754	U3a1
KJ856755	H49c
KJ856756	U8a1a1b1
KJ856757	U4a77
KJ856758	T2h
KJ856759	U1a1a16a^
KJ856760	T1a1ay
KJ856761	H7c1
KJ856762	T1a1b15
KJ856763	H1a3b
KJ856764	H8b3
KJ856766	U5a2b7
KJ856767	H11a1
KJ856768	H20a4
KJ856769	H20a4
KJ856770	H1dj
KJ856771	HV1a1a6
KJ856772	K1b2a2b
KJ856773	H1b1a
KJ856774	H11a1
KJ856775	K1a122b
KJ856776	K1a17b
KJ856777	H1dj
KJ856779	H5a1
KJ856780	H6a1b
KJ856781	H8b1b
KJ856782	U5a2b7
KJ856783	U4b3b1
KJ856785	H11a1
KJ856786	H1dj
KJ856787	U5b1b1a+7385
KJ856788	U4d2
KJ856789	U3b2j
KJ856790	U3b2a3a
KJ856791	U4a1a
KJ856792	U4c1i
KJ856793	U4c2a6
KJ856794	U4b1b1
KJ856795	H11a2g^
KJ856796	H20a3b1
KJ856797	U2e1h5a4a
KJ856798	U2e1b1
KJ856799	U2e1a1ba
KJ856800	U3b1b+16362
KJ856801	U8a1a1a2
KJ856802	K2a3s
KJ856803	K1a9
KJ856804	U8a1a1b
KJ856805	U2e2a1a5
KJ856806	U3a1
KJ856807	U2e2a1a623"
KJ856808	U3b4c
KJ856809	U3a12^
KJ856810	H11a1
KJ856811	H11a
KJ856812	U2e1b1i
KJ856813	U4a42
KJ856814	U8a1a1b
KJ856815	K1b2b
KJ856817	U2e1b1i1
KJ856818	U4a23c
KJ856819	U2e1g2
KJ856820	U2e1g2
KJ856821	U2e1a1c
KJ856822	U3b1b
KJ856823	K1b2a2d1
KJ856824	U8a1a1j
KJ856825	H11a2a2g
KJ856826	U8a2b
KJ856827	U2e1l
KJ856828	U3b2g1a1a
KJ856829	U3b1c2b1
KJ856830	U2e1b1j
KJ856831	K1b2a1g
KJ856832	U3a2a4a
KJ856833	U2e1b1i
KJ856834	U2e1a1g1a
KJ856835	U2e1b1
KJ856836	K1b2a2b
KJ856837	U3b1b
KJ856838	K1b2a2b
KJ856839	U8a1a1b1f
KJ856840	K1b2a2b1
KJ882427	I2c+9438
KJ919975	J1c1k
KJ934387	I19
KJ937089	I1b15a
KM007555	T2e1a1b1
KM078028	U3b3b1
KM096761	H6a2b
KM096762	L2a1k1a
KM096763	H5m3c
KM096764	HV2a2a
KM096765	H6a1a32
KM096767	HV16a
KM096768	HV16a
KM096770	H6a2b
KM096771	D4j8e
KM096772	HV16a
KM096773	U4a2g6^
KM096774	U4a2a1
KM096776	H5a1av
KM096777	HV2a2h4
KM096778	H5a1ej
KM096779	U4a29^
KM096781	U4a2c2a
KM245134	R2e1d
KM245142	I20a2
KM245143	I5c2
KM245144	I2x'am'br
KM245146	X1c6c
KM245148	X2c1j
KM986515	L2d1a1a
KM986516	J1b3
KM986517	U9a2c1
KM986518	N1b1a13d
KM986519	L0a2c
KM986520	M1a1b^
KM986521	L2a1a2
KM986523	L4b2a2c1b
KM986524	L5a1b1a
KM986525	L5a1a2
KM986527	N1b2a1
KM986528	L0f3c1
KM986529	M1a5
KM986530	K1a30a
KM986531	M1a1b1b2
KM986532	L0a1a
KM986533	T1a2
KM986534	J1b2ad1
KM986535	L3i2c1^
KM986536	L2a1a2a1a116"
KM986537	J1b2a
KM986538	L3x1e
KM986539	M52b5a
KM986540	M1a8a^
KM986541	M1a1f1'3
KM986542	M1a1f1'3
KM986543	L3x1c3
KM986545	M5a5
KM986546	L3d3a1a
KM986547	L3h1b1a3c1a
KM986548	N1b1a7
KM986549	L3x2a2b2a
KM986550	M1a1k
KM986551	L3h1b1a3
KM986552	N1b1a7
KM986553	L3k1b
KM986554	M1a5b
KM986555	L0a2c'l
KM986556	L3x1c+207
KM986557	M1a1c^
KM986558	M1a1b1b1
KM986559	L3x2a2b2a
KM986560	N1a1a3c1
KM986561	L3e2p2
KM986562	M1a1f
KM986563	L0a2a2a22
KM986564	L3h1a2b1
KM986565	L0a2a2a12b
KM986567	L3b1a1a
KM986568	M1a1
KM986569	L0a2a2a22
KM986570	M1a1f1'3
KM986571	L0a2c'l
KM986572	M1a5b
KM986573	I1b7a2
KM986574	M1a5b
KM986575	L3b1a1a
KM986576	W6'37'38'39
KM986577	L3f2a1a1
KM986578	M44a1
KM986580	L0a2a2a
KM986581	L3b1a11
KM986582	N1a3a11
KM986584	L3d1a1a
KM986585	M1a2c
KM986586	M5a2a2a2
KM986587	N1a1a3c1
KM986588	L3d2a
KM986589	L3h2a
KM986590	L3b1a1a15
KM986591	L3e1a2a
KM986592	L3e3a
KM986593	L3d1a1a
KM986594	M1a6a
KM986595	L3e3a
KM986596	L3b1a1a15
KM986597	N1a3a
KM986598	L3b1a1a15
KM986599	L0a2a2a
KM986600	L3d1a1a
KM986601	L3d1a1a
KM986602	N1a3a
KM986603	N1a1a3i1
KM986604	L3h2a2
KM986605	L3h2a1
KM986606	L3h2a2
KM986607	N1a1a3i1
KM986608	L4b2a1e1
KM986609	L0a2a2a1316"
KM986610	M1a1b1b2
KM986611	M1a1b1b
KM986612	M52b5a
KM986613	M3a2c1
KM986614	L3i2c
KM986615	L3x1c3
KM986616	N1a1a5a
KM986617	I1b7a2
KM986618	N1b1a2h+16362
KM986619	L3d1a1a1
KM986620	L3x1b4
KM986621	L3i3a^
KM986622	M1a1b1b
KM986623	N1a1a1'5'6
KM986624	L0a2a2a
KM986625	M23f^
KM986626	M1a1f1'3
KM986627	L3i2c1^
KP076664	M30r1
KP340171	HV4e
KP345976	M114a1
KP345978	M121
KP345981	N21d
KP345982	M13c2
KP345983	M114a1a1
KP345984	N21d2
KP345985	M114a1a2
KP345986	M114
KP345987	M114a1a1
KP345989	M114a1a
KP345990	M114a1a
KP345992	M114a1a2
KP345993	M72b
KP345994	M33a1
KP345995	M55^
KP345996	M72b
KP345997	M55^
KP345998	M51a5
KP345999	M33b
KP346000	M24a1
KP346001	M106
KP346002	M33b1a1
KP346004	M54d
KP346005	M116a2
KP346006	M51a5
KP346007	M116a2
KP346009	M106
KP346010	M91a1a2a
KP346011	M119
KP346012	M91a1a
KP346013	M58a
KP346014	M21b4
KP346015	M114a1a
KP346016	M13c1
KP346017	M33a3a3a
KP346018	R22d
KP346021	M3c3a
KP346022	M116a1
KP346023	M46a^
KP346025	M114a1a
KP346026	R22d+16291
KP346027	M76b1b1
KP346028	M21f
KP346029	M45c
KP346031	M38f
KP346033	M5a2a1a2
KP346034	M54c2
KP346035	M60a1
KP346036	M35b4b2
KP346037	M49a^
KP346038	M24b2
KP346040	M24b2
KP346043	M35b4b2
KP346044	M2c1c
KP346045	M30c5
KP346046	M101^
KP346047	M49a^
KP346048	M38a3
KP407030	R0a1a11a
KP669006	T2b365
KP688570	U5b1b1g1c+16192
KP726895	V7a14
KP726908	U5a2b1c2
KP733894	H13b4^
KP735164	H6a1a118a
KP735165	U5a1a1ek
KP742475	H1b1
KP742477	H1b2o'ab
KP835772	U5b1b1g1a1
KP868615	H3g3e
KT006904	K1a54
KT213741	M9a1a
KT213742	A15c1
KT213743	A15c1
KT213744	A15c1
KT213745	C4a2b2a
KT213746	A15c1c
KT213747	A15c1^
KT213748	C4a2b2a
KT213749	C4a2b2a
KT213750	A15c1
KT213751	C4a2b2a
KT213752	C4a2b2a
KT213753	A15c1
KT213754	C4a2b2a
KT213755	C4a2b2a
KT213756	C4a2b2a
KT213757	A15c1
KT213758	C4a2b2a
KT213759	C4a2b2a
KT213760	A15c1
KT213761	C4a2b2a
KT213762	C4a2b2a
KT213763	C4a2b2a
KT213764	A15c1
KT213765	C4a2b2a
KT213766	C4a2b2a
KT213767	C4a2b2a3
KT213768	C4a2b2a
KT213769	A15c1
KT213770	C4a2b2a
KT213771	A15c1
KT213772	C4a2b2a
KT213773	M70
KT213774	C4a2b2a
KT213775	C4a2b2a
KT213776	C4a2b2a
KT213777	C4a1a1a1
KT213778	A15c1
KT213779	M9a1a1c1b1a11
KT213780	A15c1
KT213781	A15c1
KT213782	M9a1b1'3'4'5
KT213783	C4a2b2a
KT213784	D4j1b4a
KT213785	M9a1b1'3'4'5
KT213786	C4a2b2a
KT213787	C4a2b2a
KT213788	A15c1
KT213789	C4a2b2a
KT213790	A15c1
KT213791	A15c3
KT213792	C4a2b2a
KT213793	A15c1
KT213794	C4a2b2a
KT213795	A15c1
KT213796	C4a2b2a
KT213797	A15c1
KT213798	C4a2b2a
KT213799	C4a2b2a
KT213800	A15c1
KT213801	A15c1
KT213802	C4a2b2a
KT213803	M70
KT213804	C4a2b2a
KT213805	C4a2b2a
KT213806	C4a2b2a
KT213807	A15c1
KT213808	C4a2b2a
KT213809	A15c1
KT213810	A15c1
KT213811	A15c1
KT213812	C4a2b2a
KT213813	A15c1
KT213814	C4a2b2a
KT213815	C4a2b2a
KT213816	C4a2b2a
KT213817	C4a2b2a
KT213818	C4a2b2a
KT213819	A15c1
KT213820	M9a1a1c1b1a21
KT213821	C4a2b2a
KT213822	A15c1
KT213823	A15c1
KT213824	C4a2b2a
KT213825	C4a2b2a
KT213826	A15c1
KT213827	C4a2b2a3
KT213828	C4a2b2a
KT213829	A15c1
KT587350	B5a1a21
KT587351	B5a1a21
KT587352	M74b2e
KT587353	B5a1a
KT587354	F1a1a1d1
KT587355	B5a1a7
KT587356	M17c1a1a2a3b
KT587357	R22b1a1
KT587358	R22b1a
KT587359	B4c1b2c2b2b
KT587360	F1f
KT587361	R22c3a1
KT587362	M46b2
KT587363	F1f
KT587364	M12b1b
KT587365	R22c4a
KT587366	F1a1a1
KT587369	F1a1a1
KT587370	B4c1b2c2b2b
KT587371	B5a1a
KT587373	B5a1a
KT587374	R22c3a1
KT587375	R23^
KT587376	M26
KT587377	M9a4a2a1
KT587378	Z3c
KT587379	N9a10h
KT587380	F1a1a1d1
KT587381	B4c2s1
KT587382	M7c1c2ap^"
KT587384	R9b1b7
KT587385	B5a1a4
KT587386	Z3c
KT587388	B4h3a
KT587389	F1a1a+16108+150
KT587390	C7h
KT587391	B5a1a41
KT587392	B5a1d9a
KT587393	B5a1a41
KT587394	B5a1a41
KT587395	B5a1d9a
KT587397	M46b
KT587398	B5a1d9a
KT587399	B5a1a41
KT587401	B5a1a41
KT587402	M17c1a1a2a3a
KT587403	M17c1a1a2a3a
KT587404	F1a1a+16108+150
KT587405	B5a1a41
KT587409	M17c1a1a2a3a
KT587410	M17c1a1a2a3a
KT587414	B4c2+16235
KT587416	B5a1a17e
KT587419	R22b1a1
KT587420	B5a1a40
KT587425	B5a1a7
KT587427	N28
KT587428	B5a1a40
KT587429	B4c2b1
KT587430	B5a1a40
KT587431	M73e
KT587432	B5a1a40
KT587433	B5a1a7
KT587434	B5a1a40
KT587435	M46b
KT587436	M12b1a2d
KT587438	B4b1a2
KT587439	B5a1a
KT587440	M111
KT587441	R22f2
KT587442	M24a
KT587443	F1a1a1e
KT587446	M7c1b2b1
KT587447	R22f2
KT587448	M17c1a1a2a3b
KT587451	M20a13c2
KT587452	N9a6
KT587453	R22b1
KT587456	B4c2+16235
KT587457	M17a3^
KT587458	M17a3^
KT587459	B5a1a32a
KT587460	M7c1c3bm
KT587461	B5a1a32a
KT587463	F1a1a1f
KT587464	M51a7
KT587465	M51a7
KT587466	B5a1b1g
KT587467	F1f
KT587468	F1a1a1
KT587469	F1a1a+16108+150
KT587470	F1f
KT587471	B5a1a32a
KT587472	R9b2
KT587473	B5a1d9a
KT587474	B5a1a32a
KT587475	B5a1a
KT587477	F3a2
KT587478	R9b1a1a
KT587479	B5a1d119"
KT587480	M21b2c
KT587481	B5a1a
KT587482	M76b1b2
KT587483	F1h2
KT587484	F1h2
KT587485	B5a1b1d
KT587486	F2k2
KT587487	M76b1b2
KT587488	B5a1b1d
KT587489	M74b3a2a
KT587490	F1a1a1f
KT587491	M76b1b2
KT587492	M76b1b2
KT587493	F1a1a1f
KT587494	M74b3a2
KT587495	D4y6
KT587496	M74b3a2
KT587497	M20a13d
KT587498	U2b1c2a1a
KT587499	M74b3a2a
KT587500	M76b1b1
KT587501	M73d
KT587502	M74a1
KT587503	F1a1a1
KT587505	M20a13d
KT587506	B5a1d
KT587507	M13b1a
KT587508	M24b
KT587509	M75+204
KT587510	M74c
KT587511	M51a1c1
KT587512	M17b1a
KT587513	M24a
KT587514	B4c2c
KT587516	M21e2b
KT587517	M7b1a1f1b1
KT587518	M7b1a1f1b1
KT587519	M7b1a1f1b1
KT587520	M51a5
KT587521	M17b1a
KT587522	M51a3
KT587523	B5a1a
KT587524	B5a1a
KT587525	M74b3a2
KT587526	M46b
KT587527	N22b2b^
KT587528	B5a1c
KT587529	M73e
KT587530	B5a1a32b
KT587531	M72
KT587532	M51a1b
KT587533	M68a1a^
KT587534	M76b1b
KT587535	N9a10f3
KT587536	M17c1a1^
KT587537	B5a1d9
KT587538	M73b
KT587539	B4q1a
KT587540	M13c2
KT587541	B5a1a
KT587542	F1a1a11
KT587543	M7b1a1ae1
KT587544	M59b
KT587545	B5a1d4c
KT587546	F1a1
KT587547	C7d
KT587548	M74b3a2a
KT587549	N9a6a'j
KT587550	B4c2s1
KT587552	M13c2
KT587554	M7c1c2e
KT587555	B5a1a
KT587556	F1a1a+16108+150
KT587557	F1a1a12
KT587558	M21b2d
KT587559	M111
KT587560	F1a1a1
KT587561	M103a
KT587562	M74b2
KT587563	M9a4a2a1
KT587564	M24a
KT587565	B5a1a13
KT587566	N9a10f3
KT587568	R22f2
KT587569	M17b1a
KT587570	M21b7c+207
KT587571	F1a1a1ak
KT587572	R22f2
KT587573	M12b1b
KT587574	M21e2a
KT587575	M17d2a
KT587576	M17a6
KT587577	F1a1a1
KT587578	R9b2d
KT587579	M68a2
KT587581	M74b2e
KT587582	F4a2d
KT587583	M24b
KT587584	F1a1a1d1
KT587585	F1a1a1
KT587586	B5a1a
KT587587	B5a1a13
KT587588	B5a1a
KT587589	R22c3b
KT587590	M68a1a
KT587591	B5a1d18
KT587593	R22f2
KT587594	M69b
KT587595	M21b2c
KT587596	M26
KT587597	M7b1a1ae
KT587600	F1a1a1ac2a
KT587601	F1a1a1ad
KT587602	N7b^^
KT587603	M51a1b2
KT587604	F1a1a1ac2a
KT587605	R22c3a1
KT587606	B5a1d18
KT587607	B5a1a
KT587608	F1a1a1ad
KT587609	M73e
KT587610	N8a2
KT587611	B5a1a13b
KT587612	M12b1b
KT587613	B5a1a13b
KT587614	W3b
KT587615	M12b1a2d
KT587617	B5a1a2
KT587619	F1a1a1
KT587620	B5a1a13b
KT587621	F1a1d
KT587622	M12b1b
KT587623	M20^^
KT587624	F1f9
KT587625	B5a3
KT587626	M51a1c1
KT587627	F1f9
KT587628	M7b1a1f1f
KT587629	M46b2
KT587630	R9b3b
KT587631	B4c2p
KT587632	F1a1a1i2
KT587634	B6a2a
KT587635	M7b1a1e1h1
KT587637	B6a2a
KT587638	M7b1a1e1h1
KT587639	B5a1a13
KT587640	B6a2a
KT587641	F1a1a1i2
KT587642	M24a
KT587643	B5a1d9a1
KT587644	B6a2a
KT587645	M24a
KT587646	M7b1a1e1h1
KT587647	M73b'f
KT587648	F1a1a1i2
KT697997	K1a4p1c
KT697998	K1b1c
KT697999	U5b1aa
KT698000	K1a4d
KT698001	U4b
KT698002	U5b3i
KT698003	U5a2b19a1
KT698004	K1b2a2f
KT698005	K1a13a2
KT698006	U2e2a1m1
KT698007	U4c1u1a
KT698008	K1a4a1p+204
KT698009	U4d2j'k'm'n^
KT698010	U5a1a2a
KT698011	U4c1u1
KT698012	U4b1a1a1
KT698013	K1a2
KT698014	U4b1a1a2a
KT698015	K1a30b
KT698016	U1a1c2a
KT698017	U3a3f1
KT698018	U5b1a2
KT698019	U4b1a1a1
KT698020	U7b
KT698021	U5a2b6
KT698022	U5a1a1
KT698023	U4c1
KT698024	U5b1a2
KT698025	K1a4n
KT698026	U3a1e3^
KT698027	K1b1c
KT698028	U5a2b19a1
KT698029	K1b1c
KT698030	U1a1c2a
KT698031	U2e1b1
KT698032	U8a1a1a2a
KT698033	K1a4o1
KT698034	K1a4d
KT725860	M13a2a4a
KT725861	C4a2b3
KT725862	M7b1a1r1
KT725863	M7b1a1r1
KT725864	M7b1a1r1
KT725865	M7b1a1r1
KT725866	N11a1a
KT725867	N11a1b
KT725868	M33b1a1a
KT725869	M9a1b5+16158
KT725870	M9a1b5
KT725871	M9a1a1c1b1a14
KT725872	M9a1b5
KT725874	M9a1b5
KT725875	M9a1b5+16158
KT725876	Z3b
KT725877	M9a1a2g1
KT725878	M9a1a2g1
KT725879	M9a1a2g1
KT725881	M9a1b1'3'4'5'1c
KT725882	D4h1c3a1
KT725883	D5a3a2a
KT725884	M33b1a1a
KT725885	D4b2b5b
KT725886	M9a1b5
KT725887	M9a1b5
KT725888	Z3b1
KT725889	Z3b1
KT725890	M9a1b5+16158
KT725891	D4h1c3a1
KT725892	M9a1b5
KT725893	M33b1a1a
KT725894	M9a1b5a
KT725895	M33b1a1a
KT725896	Z3b1
KT725897	M9a1b5
KT725898	F1a1a27
KT725899	C4a2b3
KT725900	M9a1b5
KT725901	M33b1a1a
KT725902	A6
KT725903	D4h1c3a
KT725904	M9a1b5
KT725905	Z3b
KT725907	D4h1c3a1
KT725908	D4h1c3a1
KT725909	D4h1c3a1
KT725910	M9a1b5
KT725911	M9a1b5
KT725912	M9a1b5+16158
KT725913	M9a1b5+16158
KT725914	M9a1b5
KT725915	M9a1b5a
KT725916	Z3b1
KT725917	M9a1b1
KT725918	G3b1
KT725919	G3b1
KT725920	D5a2a1g
KT725921	M11a4b1a
KT725922	F2a1a1
KT725923	F1d5a1
KT725924	D4e1a2'3
KT725925	D5a3a2a
KT725926	M33b1a1a
KT725927	M9a1b5
KT725928	M9a1b5+16158
KT725929	D5a3a2a
KT725930	D4h1c3a
KT725931	M9a1b5a
KT725932	Z3b1
KT725933	D5a2b
KT725934	M33b1a1a
KT725935	D4h4
KT725936	D4j15h
KT725937	G2a14
KT725938	C4a2b3
KT725939	B4c1a3
KT725940	F1a1a27
KT725941	G2a14
KT725942	M33b1a1a
KT725943	M9a1b5
KT725944	D4b2b5b
KT725945	M9a1b5
KT725946	M9a1b5+16158
KT725947	M9a1b5
KT725948	Z3b1
KT725949	Z3a
KT725951	D4j1a1a1
KT725952	D5a2a1b5b
KT725953	M9a1b5
KT725954	D5a2a1b5b
KT725955	M9a1b5+16158
KT725956	D4h1c3a1
KT725957	M9a1b5
KT725958	M9a1b5
KT725959	M62a1
KT725960	M9a1a1c1b1a8
KT725961	M9a1b1c
KT725962	M13a1b1^
KT725963	A17j^
KT725964	G2a101d"
KT725965	D5a2a1d
KT725966	F1g
KT725967	D4b2b11
KT725968	D6a1+16192
KT725969	B4d8
KT725970	M9a1a1c1b1a19
KT725971	M10a1f'g'h'i
KT725972	M9a1a1c1b1a
KT725973	M9a1b1'3'4'5
KT725974	F1g
KT725975	F1g
KT725976	M9a1a1c1b1a
KT725977	M9a1a1c1b1a9
KT725978	M9a1a1c1b1a1a
KT725979	U7a3a6
KT725981	G3b1
KT725982	M9a1a2h
KT725983	A11a9
KT725984	M9a1a1c1b1a
KT725985	M9a1a1c1b1a9
KT725986	F1g
KT725987	M9a1a1c1b1a1a
KT725988	M5b2b1a1b
KT725989	F1g
KT725990	C4a1a4a
KT725991	D4j1a1d
KT725992	M10a1f'g'h'i
KT725993	F1c1a1a1
KT725994	D4n2a
KT725995	M9a1a1c1b1a10
KT725996	M9a1a2h
KT725997	M9a1b1c
KT725998	A46
KT725999	M9a1a1c1b1a
KT726000	M9a1a1c1b1a
KT726001	A11a1
KT726002	A11a2
KT726003	M9a1a1c1b1a13
KT726004	M9a1a1c1b1a
KT726005	M5b2b1a1b
KT726006	G1a2
KT726007	F1b1ak"
KT726008	A11a
KT726009	M13a2a4
KT726010	M9a1a1c1b1a
KT726011	M9a1a1c1b1a
KT726012	M9a1a1c1b1a
KT726013	D6a1+16192
KT726014	M13a1b1^
KT726015	Y1a+16266
KT726016	M9a1a1c1b1a
KT726017	U7a3a6
KT726018	A15a6
KT726019	M9a1a1c1b1a1a
KT726020	A11b2
KT726021	D4j1b4a
KT726022	M9a1a1c1b1a
KT726023	D6a1+16192
KT726024	M9a1a1c1b1a1a
KT726025	M9a1a1c1b1a10
KT726026	M9a1b1'3'4'5^^
KT726027	M9a1a1c1b1a5
KT726028	M62b3
KT726029	M13a2a4
KT726030	G2a101d"
KT726031	A11a
KT726032	A11a
KT726033	D5a2a1b3
KT726034	U2b1h
KT726035	B5b1b3a
KT726036	F1g14a
KT726037	F1d1a
KT726038	M9a1a1c1b1a
KT726039	A11b2
KT726040	D5a2a1b3
KT726041	G2a1
KT726042	Z8
KT726043	M13a2a
KT726044	M9a1a1c1b1a13
KT726045	D5a2a1b5a1
KT726046	M9a1a2b1
KT726047	G3b4
KT726048	F1f
KT726049	F1d5a1
KT726050	M9a1b1c
KT726051	M9a1a1c1b1a
KT726052	F1g
KT726053	F1d1a
KT726054	M9a1b1c1
KT726055	M11a1a1
KT726056	M60a2a1
KT726057	F1g
KT726058	M9a1a2b
KT726059	F1c1a2a1b
KT726060	F1d1a
KT726061	A43
KT726062	F1d1a
KT726063	F1a1c+16362
KT726064	M9a1b1c1
KT726065	A43a
KT726066	M12a1b1a1c
KT726067	D5a2a1b111"
KT726068	D5a2a1b5a
KT726069	F1d5a1
KT726070	M9a1a2b
KT726071	D4n2a
KT726072	A17h
KT726073	F1c1a2a1b
KT726074	F1c1a2a1b
KT726075	A43
KT726076	D4q18"
KT726077	C4d
KT726078	F1d1a
KT726079	D4q18"
KT726080	A11a
KT726081	D5a2a1b5b
KT726082	F1d1a
KT726083	D5a2a1b5a1
KT726084	M9a1b1c1
KT726085	M11a1a1
KT726086	A11a
KT726087	F2a1a1
KT726088	M9a1a2b
KT726089	F1d1a
KT726090	F1c1a2a1b
KT726091	M9a1a2b1
KT726092	D5a2a1b5a
KT726093	A43
KT726094	D5a2a1b111"
KT726095	M9a
KT726096	A11a
KT726097	D5a2a1b111"
KT726098	F1c1a2a1b
KT726099	A11a
KT726100	D5a2a1b5a1
KT726101	D4j1a1a1
KT726102	D4j1a1a1
KT726103	M60a1
KT726104	M9a1a1c1b1a14
KT726105	G3b4+189
KT726106	C4a2b2e
KT726107	D4q18"
KT726109	G2a1i
KT726110	F1d5a1
KT726111	D4j3b
KT726113	D4j1a1d
KT726114	M9a1b1c1
KT726115	D5a2a1b111"
KT726116	F1d1a
KT726117	D4j1b4
KT726118	M13a2a4
KT726119	C4a2b2e
KT726120	F1c1a2a1b
KT726121	D4q18"
KT726122	A17c1a
KT726123	A17c1a
KT726124	F1d1a
KT726125	M60a2a1
KT726126	M9a1a1c1b1a2a
KT726127	M12a1b1a1c
KT726129	B4a1c4f
KT726130	F1c1a2a1b
KT726131	M9a1a1c1b1a
KT726132	A6c
KT726133	A6c
KT726134	A6c
KT726135	A6c
KT726136	A43a
KT726137	M9a1b1c1
KT726138	M9a1a1c1b1a7
KT726139	M9a1a1c1b1a
KT726140	G3b1a
KT726141	M9a1b1c1
KT726142	A6c
KT726143	M9a1b5
KT726144	D4j1b
KT726145	M9a1a1c1b1a
KT726146	D5a3a2
KT726147	A17h
KT726148	D5a2a1b111"
KT726149	M9a1b1c1
KT726150	D5a2a1b111"
KT726151	G3b2a
KT726152	D5a2a1+16266
KT799637	H3eq
KT803045	K1a11al"
KT809364	H3cc
KT956911	U5b1as
KU318668	I2aa
KU521394	B4b1a2q
KU521396	B4b1a2h
KU521397	B4b1a2i1
KU521398	B4b1a2g2
KU521399	B4b1a2g2
KU521400	B4b1a2f
KU521401	B4b1a2i1
KU521402	B4b1a2a2c
KU521403	B4b1a2a2a1
KU521404	B4c1b4
KU521405	B4c1b2b1
KU521406	B4c1b2a2
KU521409	B4c1b2a2
KU521411	B4c1b2a2o
KU521412	B4c1b2a2a
KU521420	B4c1b2c2b2
KU521421	D5
KU521422	D5a2a1+16266
KU521423	D5b3g
KU521424	D5b7
KU521425	D5b7
KU521426	D5b3a1b
KU521427	D5b3a3
KU521428	D5b3a2
KU521429	D5b1c1a3
KU521430	D5b1c1a3
KU521431	D5b1c1a3^
KU521432	D5c3a
KU521433	F3a3a2
KU521434	F3a3a2
KU521435	F3a3a
KU521436	F3a1e
KU521437	F3a1d1^
KU521438	F3a5a2
KU521439	F3a1d
KU521440	F3a1b1
KU521441	F3a5b1
KU521442	F3a5b
KU521443	F3b1a
KU521444	F3b1b2
KU521445	F3b1a1
KU521446	F3b1b5
KU521447	F3b1b
KU521448	F3b1a4
KU521449	F3b1a2
KU521450	F3b1a
KU521451	F3b1a2
KU521452	F3b1a
KU521453	F3b1a
KU521454	F3b1a2
KU521455	F3b1b2
KU521456	N9a18^
KU521457	N9a10f2
KU521458	N9a10h2
KU521459	N9a10g
KU521460	N9a10a3+9428
KU521461	N9a10a3
KU521462	N9a10a2a2
KU521463	N9a3^
KU521464	N9a3d^
KU521465	N9a6e2
KU521466	N9a6d1
KU521467	N9a6d1
KU521468	N9a6j1
KU521469	N9a6d
KU521471	N9a6a1a1
KU521472	N9a6a1a1
KU521473	N9a6a1
KU521474	N9a6a2
KU521475	N9a6a2
KU521476	R9c1b1a1
KU521477	R9c1b2
KU521478	R9c1b1a1
KU521479	R9c1a210"
KU521480	R9c1a210"
KU521481	R9c1a210"
KU521482	R9c1a4
KU521483	Y2a3
KU521484	Y2a3
KU521485	Y2a
KU521486	Y2a1c1
KU521487	Y2a1
KU521488	Y2a1c
KU521489	Y2a1b1
KU521490	Y2a1b1
KU521491	Y2a1
KU521492	Y2a1
KU521493	Y2a1
KU521494	Y2a1
KU521495	B5b1c10+204
KU521496	B5b1c10'11'15
KU521497	B5b1c415"
KU521498	F1a4a1al"
KU521499	R9b1a1a1
KU521500	R9b1a1a1
KU521501	R9b1a1a1a
KU521502	R9b1a1a
KU521503	R9b1a1a2
KU521504	R9b1a1a2
KU521505	R9b2
KU521506	R9b1c
KU521507	R9b1b
KU682872	D2d
KU682874	F1a1a1t
KU682875	HV2a2h3b1
KU682876	F1a3e
KU682877	D4e3a
KU682878	B4a4h
KU682879	D4h4b
KU682880	D4e3a
KU682881	U2e2a1a2d
KU682882	Z3h
KU682883	U3b2a1z
KU682884	N9a2c
KU682885	G2a10a
KU682886	U4b1a4b
KU682887	M7b1a1a3f6
KU682888	M7b1a1a3f6
KU682889	D5b1
KU682890	F1a1g
KU682892	F2d3
KU682893	HV2a2h3b1
KU682894	U4b2b
KU682895	F1a3e
KU682896	D4e3a
KU682897	M9a1a2d
