baseml_subtree_id	source_tree_file	simulated_tree_file	tree_seed	n_edges_randomized	min_multiplier	max_multiplier	mean_multiplier
baseml_subtree_0073	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0073.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0073.nwk	562442115	790	0.460593934117	2.06924379468	0.995858315349
baseml_subtree_0074	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0074.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0074.nwk	457457685	3976	0.437678951872	2.26099068525	1.00288657831
baseml_subtree_0075	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0075.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0075.nwk	1843395535	450	0.414012325068	2.14759193256	1.01484395234
baseml_subtree_0076	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0076.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0076.nwk	1140960188	692	0.446714385586	1.99948042668	1.0008615833
baseml_subtree_0077	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0077.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0077.nwk	1664626718	3654	0.366150256961	2.475503865	0.995622561361
baseml_subtree_0078	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0078.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0078.nwk	1126907773	3008	0.349209885328	2.24761805576	0.995082691003
baseml_subtree_0079	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0079.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0079.nwk	906934920	3950	0.376345906088	2.05745062996	0.992730592085
baseml_subtree_0080	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0080.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0080.nwk	1422001509	3654	0.396382333006	2.04183008832	1.00430641517
baseml_subtree_0081	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0081.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0081.nwk	2140392817	3996	0.33764657435	2.32182802087	1.0124286749
baseml_subtree_0082	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0082.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0082.nwk	2155494028	3934	0.372273151077	2.26737443086	1.00224716718
baseml_subtree_0083	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0083.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0083.nwk	468670855	3996	0.405287862681	2.24518083298	1.00048904336
baseml_subtree_0084	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0084.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0084.nwk	1292921767	3996	0.376765954426	2.92215804625	0.993389245909
baseml_subtree_0085	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0085.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0085.nwk	152623149	2938	0.433335784167	2.30550353959	0.999739487835
baseml_subtree_0086	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0086.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0086.nwk	774418558	2510	0.413048000327	2.32766132027	0.9980230827
baseml_subtree_0087	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0087.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0087.nwk	1007358378	3934	0.415533809668	2.38121491612	1.00257784088
baseml_subtree_0088	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/baseml_subtrees/baseml_subtree_0088.nwk	/mnt/f/onedrive/文档（科研）/脚本/Download/18-phylogenetic/5-拆树PAML合树/output/merge/simulated_baseml_subtrees/baseml_subtree_0088.nwk	577149857	2866	0.433619507225	2.51400107072	1.00371091827
